Data Source in SDW: https://data.europa.eu/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Feb,-1517,-1317,-8,-60,528,2006,83,3476,242,2662,-1932,-5,13,-1140,1448,42.12,-1876,145,-43,1734,-30,-178,27,872,-18,535,4294
2015Jan,2177,705,6,-153,-98,-8330,-188,-11620,-1619,-16316,-3419,-1,-50,1063,-5177,-243.25,1376,-172,-21,-14440,-103,-822,3,989,-175,-585,-57960
2014Dec,1715,-3449,4,-154,126,-1220,208,-2144,970,27488,-1256,-5,45,1229,-8289,320.71,-4214,135,175,852,-24,983,30,-969,13,549,13591
2014Nov,-835,725,-8,-86,-110,-2607,-136,7277,823,7043,-438,-38,30,-227,13499,89.65,1376,92,7,930,49,572,56,100,-46,66,28033
2014Oct,829,-939,-95,43,47,10121,154,-8927,270,1041,-121,5,-70,2337,5129,70.48,169,-47,3,-2646,-19,-110,-49,571,28,306,7640
2014Sep,958,1858,88,-61,30,7786,-54,-550,-135,-1515,532,0,157,-652,-3414,16.4,-429,41,-25,3087,84,924,-116,-763,-9,-520,7821
2014Aug,220,347,11,16,214,7415,85,3234,430,5106,-35,1,-14,-67,7491,137.31,20,74,222,1755,-60,541,117,-333,48,-74,26828
2014Jul,80,-519,-9,-23,-19,6719,25,-8115,301,-3947,-51,-1,-18,61,4547,102.46,728,-8,38,-1126,-43,650,-18,1328,-5,-221,-868
2014Jun,-855,2931,4,112,-55,-8363,-26,2338,1398,10664,406,1,25,1743,-13558,-150.66,-92,-24,-255,2563,-261,-57,21,90,220,32,-824
2014May,-1543,-2162,6,168,-19,5328,88,7801,313,-1451,838,1,-6,1123,9446,-74.92,-86,-88,8,-1011,81,-2181,-19,-3530,69,-62,16597
2014Apr,1054,2416,-8,-32,109,2201,-41,-6848,-2434,1063,313,-1,-3,788,5629,134.59,806,-106,-70,-6419,49,3181,85,2277,-10,-16,1474
2014Mar,898,2131,2,82,-554,-3070,-120,11335,1804,2611,779,4,-326,-1209,3111,47.79,399,120,74,415,59,436,10,221,247,188,20231
2014Feb,-1663,-1163,10,-117,486,286,132,-7586,384,5061,-391,0,-96,1006,3796,-60.45,557,-184,-13,5132,40,-683,-96,-315,-49,293,4797
2014Jan,1567,341,-24,-175,-18,-7572,3,424,-1676,-20889,-1838,1,223,-714,-11668,-73.72,2878,-295,49,-8513,-41,-1804,-24,1141,-37,-613,-50530
2013Dec,-343,-542,16,235,11,8987,37,447,2136,26466,2917,29,-330,1264,-10243,186.45,-5972,395,127,7446,-301,633,-9,-1204,18,692,34305
2013Nov,-843,-1014,6,-21,78,1482,128,3848,426,8227,-305,-4,-315,36,10699,-14.74,312,142,66,3196,-49,-171,13,480,-80,-629,25355
2013Oct,1231,1685,-15,-77,145,2704,126,1311,301,1733,-95,-7,-110,537,7363,100.26,3175,218,184,2266,-26,693,-3,-534,82,1012,24230
2013Sep,-1157,1112,-3,-45,-219,6134,61,946,329,582,-113,-1,610,348,-3336,-58.23,398,-261,-25,1914,184,278,31,-123,6,222,7653
2013Aug,530,-929,-46,132,76,7981,69,7563,512,-154,150,0,-5,962,7680,104.96,-942,116,60,2723,210,229,8,1571,-12,393,26947
2013Jul,1231,4093,31,-127,8,8429,-34,-7365,397,2653,-415,-8,-138,408,-6640,158.28,2260,180,183,-2707,107,447,-35,692,44,-342,2516
2013Jun,40,125,-56,-121,92,-9051,-1,2496,74,4484,84,-4,66,-59,3039,-112.94,-231,-39,44,-368,44,-280,-40,-452,35,-207,101
2013May,-94,-2164,83,-307,156,2552,28,3369,590,2256,555,1,156,69,4006,-79.86,40,16,23,-2042,-213,800,5,-61,66,152,9900
2013Apr,133,3125,-51,-963,-132,8172,54,-3425,-1139,355,-337,-13,-308,1569,-2334,17.24,39,171,-49,-1957,303,255,28,-192,-64,118,3552
2013Mar,854,-82,39,-406,249,-1974,-16,3791,20,9743,-206,5,192,-559,16144,75.43,1774,-82,169,-1758,-129,566,-28,87,433,-14,28476
2013Feb,-184,-237,-4,-432,-214,-5668,62,4947,-404,4526,455,-6,246,-329,-65,8.01,-1866,-116,-28,-711,69,-507,82,30,-81,202,-320
2013Jan,135,120,-26,-217,260,-6155,-174,-2162,-747,-20340,-1615,3,-317,-224,-13161,-144.28,-674,78,-40,2834,0,-600,2,556,-27,-455,-43500
2012Dec,81,-3411,17,18,49,3846,153,10213,-821,22844,2133,23,-243,810,7431,122.99,138,48,122,-3113,124,-3487,-22,-12,-216,534,37274
2012Nov,546,1710,-12,-193,-27,1827,-14,6964,585,3594,184,3,504,-1279,-3762,43.98,-1009,141,-43,2912,17,426,43,-151,12,170,12629
2012Oct,-17,3066,-9,353,-36,7299,157,-6221,1313,-800,489,0,-259,1569,-548,97.34,1769,68,73,7580,-109,306,-88,-152,74,120,16584
2012Sep,1116,-482,5,11,163,-755,-182,2193,-108,3713,155,1,454,-463,11685,-20.34,387,56,72,-5176,43,43,-69,-644,-65,-236,11907
2012Aug,-708,2035,2,-172,32,9232,181,2952,537,-3657,-174,-1,-200,263,3692,151.9,144,74,-56,4502,33,-151,81,-698,70,83,18772
2012Jul,422,1580,10,-55,-235,10951,200,-15106,218,6316,-7,4,-262,176,-10444,75.96,-1750,-15,199,1814,-127,74,7,227,9,20,-5382
2012Jun,-106,-1325,18,-239,183,-1055,-89,2341,508,11582,-678,-5,307,-178,4889,-98.2,2389,173,27,-249,35,-408,-102,944,-12,-804,16593
2012May,258,473,-28,-442,72,841,-54,525,665,282,-1719,0,-104,-54,2096,47.29,2067,-141,-68,3163,111,-1478,-38,493,14,282,6850
2012Apr,296,-907,-8,203,-73,3976,289,-8474,-1041,-3059,357,-2,-165,195,-2921,67.53,-2243,83,62,-1090,87,498,206,-763,-17,144,-13730
2012Mar,1300,2091,-9,-212,76,694,-74,-1665,660,10702,402,1,58,-175,16356,19.1,-541,-79,-51,6172,-120,-970,-33,-9,57,109,34855
2012Feb,1325,469,-1,-34,-97,-4024,23,3102,537,-4040,-987,6,333,-17,3765,-23.87,-1119,277,-90,453,165,-355,-36,-387,-91,422,-661
2012Jan,287,714,3,-295,9,-9696,-66,-8698,-1295,-7340,-2475,-1,-109,-1147,-18597,-95.95,-638,-45,82,-3299,-112,-893,-19,638,-71,-527,-53955
2011Dec,444,-762,-15,251,-41,2032,88,1022,-280,15099,903,-2,85,-871,10342,357.59,-3270,-122,-36,4528,-75,501,8,-968,40,148,30179
2011Nov,-453,213,6,-376,-44,-208,-6,-1698,789,6909,-1058,0,-294,278,-9821,92.13,-3455,241,-80,4563,-104,-876,19,1330,42,212,-5028
2011Oct,715,-25,3,367,-116,6448,58,-7723,576,2741,-1111,-2,4,50,211,-135.65,997,43,147,-1828,232,1906,6,48,-96,-312,3120
2011Sep,112,-996,-17,-346,82,8755,26,-4878,741,5172,-1004,-3,35,-438,-1753,145.69,-176,-212,12,589,110,56,-47,710,105,-435,5542
2011Aug,533,-277,13,-364,1,7043,-26,1042,360,-4569,294,1,200,480,-8397,100.48,1195,203,64,2892,6,-459,-42,30,13,670,493
2011Jul,-277,-393,5,-304,30,3205,73,-11980,120,6835,-1425,-4,-88,373,7480,-10.1,-770,-100,-131,-6694,-21,-634,11,436,67,-406,-4861
2011Jun,-479,-697,12,-15,93,-3895,-112,4742,155,6963,57,-5,-90,-772,-2292,-0.28,-129,-38,93,2076,10,-589,48,-194,6,8,5119
2011May,-82,651,-15,97,96,3753,-20,3754,218,4734,-636,1,-10,-116,-3874,50.82,-2480,-28,71,-2099,-9,-662,0,-579,-84,57,3280
2011Apr,1147,-1420,-1,224,33,2218,86,-9084,-59,2041,-578,-4,-133,-1117,7998,-46.64,2176,79,16,1286,181,-426,6,-162,-13,27,4520
2011Mar,-110,1245,-2,57,-18,6872,23,8431,-1006,12608,-206,4,244,-143,8560,74.32,-2063,35,134,-345,3,-1813,13,1034,7,-247,32004
2011Feb,1027,-1451,-7,-160,14,-10990,-123,4907,-566,540,-1097,-8,131,-512,-334,43.68,-226,32,24,5406,-2,-2115,-35,308,14,-160,-5817
2011Jan,-532,189,34,-514,-204,-6846,-70,-12633,-1809,-18009,-981,-1,-48,40,-17468,-148.28,4850,-17,-43,-4376,-85,-529,-24,-257,-129,-226,-59086
2010Dec,-807,382,5,296,67,5798,50,4735,1532,25717,570,,18,-1393,8205,192.25,-2779,205,-26,5837,126,998,60,-720,-70,725,49720
2010Nov,-1495,-884,6,322,45,6232,65,2898,1137,6065,-10,,14,-196,-11462,161.2,-180,104,-29,4683,1,788,-4,117,214,368,8451
2010Oct,520,361,6,31,62,3573,124,-3011,929,2176,-1158,,-30,-228,11023,-4.75,313,79,199,-1656,-95,-559,-23,-204,40,109,12661
2010Sep,1402,1674,1,-24,-181,2935,57,-1724,-197,6312,904,,-18,-2027,899,56.52,319,,-2,437,176,4995,11,-681,33,-160,15775
2010Aug,950,3828,-3,464,-261,7134,24,3383,-81,-717,287,,-9,49,-7182,72.91,3848,,86,1407,0,-70,86,475,-28,390,13748
2010Jul,-1278,-863,-16,-101,-109,769,-118,-3600,-130,2484,-3388,,6,-447,2475,106.07,1152,,23,4731,30,319,-11,640,14,-73,2085
2010Jun,-515,1161,-67,-83,-39,-5176,6,7897,54,426,2089,,-319,-108,-1571,-33.69,-7819,,72,-7436,26,-921,-132,-282,-60,-539,-12527
2010May,-1070,568,22,577,156,191,106,5728,617,-3179,-209,,-54,-538,3194,-37.07,-3468,,-97,979,-39,-353,-151,-506,21,312,3273
2010Apr,322,-2758,1,160,355,5683,-3,-601,438,12277,-938,,-227,-752,1816,35.07,362,,177,-4247,11,-444,-51,93,49,246,11789
2010Mar,1531,5258,11,49,232,5965,18,3353,-642,8483,-19,,-29,-2644,8089,47.1,2345,,79,9449,48,1228,159,777,187,92,42804
2010Feb,65,-491,11,-159,5,-9696,-33,-4266,92,-2129,-1695,,102,-619,-12,-6.84,272,,-153,3848,-14,256,-51,35,-83,42,-14727
2010Jan,205,-57,0,-564,-53,-5066,103,-5994,-1231,-17571,-3358,,-40,-1242,-9436,-129.34,-2023,,71,-7779,-138,-879,-3,160,-92,-655,-55668
2009Dec,2124,-3557,10,683,-99,-3991,162,5669,911,18451,5,,327,66,3735,131.56,9968,,-80,432,55,229,-112,-579,79,583,35307
2009Nov,-134,1664,11,312,36,3768,-47,3818,-496,4859,654,,-8,-879,-7643,184.49,-3059,,-24,-138,-28,696,-36,13,39,115,3553
2009Oct,1330,1074,-4,-19,51,5924,49,-6010,848,557,-1957,,189,776,3595,8.84,2820,,32,2657,79,-751,-128,146,-11,-108,10758
2009Sep,640,-613,8,-316,-35,3233,80,2928,136,6134,673,,41,-631,5377,-139.19,-1084,,59,3810,12,1785,315,58,87,-29,22188
2009Aug,-1236,-2503,-5,-14,41,5959,33,3933,154,2739,1065,,-114,2258,-1527,126.14,-1246,,70,1935,63,-39,67,155,24,295,11866
2009Jul,441,1345,9,398,-5,5889,-62,-1682,780,-783,-2025,,26,462,-1352,11.09,-1117,,8,-1193,-17,-219,49,-853,-77,-44,831
2009Jun,-1046,3831,-4,-399,-4,889,-85,-24,-211,6251,2571,,-8,40,704,-2.99,960,,78,1514,0,837,66,-181,3,-481,15518
2009May,-1185,2017,31,7,-57,23,107,7383,216,4881,-790,,-7,-202,5451,-54.35,-2095,,29,-1041,26,-935,3,43,-5,347,14099
2009Apr,2161,735,2,-434,47,8066,31,-4026,-993,71,433,,-49,-433,4889,25.31,844,,-94,3570,-4,407,-85,852,5,-146,15055
2009Mar,-557,3815,-19,43,21,3276,122,272,210,4558,797,,52,-1540,2107,28.35,1350,,-16,883,44,696,78,327,43,-269,15668
2009Feb,36,491,25,-123,19,-7121,-52,1878,-187,-5657,-604,,-44,-663,-161,-88.33,1475,,-43,-2045,-32,-418,49,344,10,-67,-13197
2009Jan,1107,-713,-3,-304,-66,6702,-115,-11603,-806,-17565,-2557,,-10,-1868,-8898,8.18,466,,80,-981,-31,-1573,-53,1030,-130,-1792,-40436
2008Dec,706,-4859,17,-209,-15,-4056,47,4990,1535,13510,889,,99,1995,-5434,116.15,-3154,,-143,1681,-29,-1087,84,-395,145,1148,6510
2008Nov,-530,2653,-5,279,10,-3123,-12,2801,-697,764,-10,,-2,-2607,1287,-28.95,-1694,,-12,-1628,-109,271,-96,204,-43,258,-2286
2008Oct,-1434,-1364,-8,-624,-196,8695,44,-5365,1480,1287,-2528,,-95,1179,-1073,-303.4,-4033,,-69,-1440,-14,-2067,64,266,-158,-650,-7516
2008Sep,48,-606,-7,-227,-101,9037,-68,5924,1001,4612,1780,,99,-3180,803,-99.31,2718,,-26,-4681,146,759,-140,306,105,-15,18067
2008Aug,-35,-1148,-10,82,-12,3397,74,4027,104,-1935,646,,7,181,-1186,42.86,172,,33,-4897,35,-458,173,42,-138,156,-1154
2008Jul,58,-1259,-8,102,-56,2525,-67,-10749,48,-2793,-2169,,-22,-1762,-133,146.62,-359,,89,1335,-2,922,-18,-528,44,130,-14100
2008Jun,-933,-5526,18,577,92,-1625,-220,10033,-383,4664,2232,,-49,3011,-4127,-144.04,-10442,,-122,512,-9,-1155,22,274,111,-712,-3173
2008May,-268,5437,-10,-173,12,194,6,3876,227,4737,1204,,-31,-277,7174,-12.43,-3285,,54,968,56,-577,3,296,46,440,19339
2008Apr,640,201,-23,854,202,4058,84,-2985,-217,-1892,-1283,,2,741,4864,103.26,2762,,-28,3612,-59,-119,-53,-1500,3,-111,11212
2008Mar,-24,-7,9,273,-27,-6256,-52,2602,830,2706,2119,,-29,1,3771,-17.96,6986,,-31,4349,43,396,7,981,121,-358,17835
2008Feb,471,1761,4,-45,-127,9566,90,2320,385,3006,149,,24,-1136,1401,-103.72,-1077,,57,-590,-14,128,30,85,-168,155,16227
2008Jan,-166,-2282,5,-52,251,-9250,,-7741,-1379,-14711,-1239,,42,-1068,-9657,-99.1,2458,,142,-7787,-193,-1360,-35,-72,72,-668,-54019
2007Dec,1500,-787,39,154,63,5293,,6306,2295,13730,464,,25,2894,6747,333.86,-4442,,-31,3756,-154,1451,103,-117,60,1006,39268
2007Nov,552,-2213,3,16,-20,6862,,5875,209,4514,1746,,0,-2691,-6318,104.95,2482,,-36,7780,259,-927,-46,872,-131,-399,17741
2007Oct,2135,6817,-26,606,20,3982,,-4874,972,-3640,-981,,-29,421,3962,-38.34,1085,,-5,3467,82,694,104,-517,78,99,14119
2007Sep,1036,11,0,-7,19,4158,,8190,262,3374,131,,-30,341,3900,-28.22,-72,,1,-3404,-71,-847,-43,-181,-64,136,17017
2007Aug,995,-865,-12,204,-9,7020,,239,223,-4963,-1569,,-37,1761,-3156,90.1,-42,,59,3109,20,716,24,339,124,447,3592
2007Jul,521,1744,8,-7,-424,4694,,-12751,132,1696,4289,,28,1194,-4079,12.41,1831,,105,3814,-12,987,-5,161,136,-613,4206
2007Jun,490,-3692,10,466,448,461,,8646,183,13176,2114,,-20,-1996,2088,-17.46,-5290,,67,-1820,140,-634,-91,821,16,147,13742
2007May,-797,3560,-15,221,-5,-31,,7921,740,-2331,241,,68,1383,5344,139,2709,,-35,8511,24,-1013,104,-67,71,181,26309
2007Apr,1686,900,-8,-281,55,6533,,-7061,-886,-3180,-52,,17,432,-408,-48.3,-2030,,-24,-1203,-111,3329,-12,-1282,-103,-14,-2043
2007Mar,573,1178,6,480,57,2028,,8680,940,11055,1554,,-239,1094,10429,57.47,4079,,38,4909,73,-1163,22,909,190,209,45547
2007Feb,-689,1847,12,-165,-42,-3504,,1949,-540,6042,-631,,58,-851,1114,72.28,-317,,-14,-548,-49,-233,-7,-252,-61,257,3578
2007Jan,1263,-2075,-330,171,-1,-402,,-9266,23,-17158,-1636,,100,436,-10155,-224.46,-1830,,115,-1397,-25,-862,-,-412,-28,-325,-43086
2006Dec,-369,-525,0,-637,26,7058,,14390,-59,13555,1897,,0,1338,11883,326.53,720,,-116,2091,-70,3269,-,-266,111,580,55248
2006Nov,-793,3239,-1,59,-1,3477,,3371,852,1180,1364,,30,-500,-5641,45.83,338,,25,7298,190,1285,-,139,9,415,15471
2006Oct,902,1173,59,-165,39,5535,,-5321,684,-267,572,,-15,1239,2561,-108.72,160,,6,-565,-68,1634,-,224,68,550,8305
2006Sep,960,586,-22,67,-35,609,,7992,-618,6199,-423,,4,-267,4199,-78.33,424,,-22,7985,56,-1153,-,-47,36,-198,26493
2006Aug,62,608,0,480,14,7480,,-484,51,-3322,-301,,39,825,1154,112.05,3719,,44,3421,22,91,-,-528,24,383,13304
2006Jul,-1039,1618,-660,104,-143,2128,,-424,324,-2273,-659,,10,1319,-4295,16.01,-538,,27,-1586,56,-302,-,955,69,225,-5727
2006Jun,994,1118,-10,10,138,-232,,7502,205,3625,2482,,15,976,856,21.07,-3949,,-39,-3427,-19,-4052,-,-282,42,-98,6099
2006May,389,1652,-6,250,-34,992,,4177,442,4541,574,,-7,342,4788,21.89,-4708,,32,3095,29,3066,-,126,-23,-256,19350
2006Apr,447,-52,35,83,19,7683,,-1773,-510,2155,-594,,-2,1627,3308,154.54,2353,,28,3162,37,-2067,-,52,-104,-88,15740
2006Mar,996,1759,308,-46,-14,1923,,3425,875,-3785,938,,-6,1647,6550,-38.16,966,,23,2988,-101,787,-,-1077,19,23,19069
2006Feb,-301,940,-1,38,36,-4937,,2289,-596,-3056,-798,,-106,-425,26,-168.98,2749,,-21,525,-1,-803,-,-204,-29,123,-4388
2006Jan,502,-1935,6,61,-100,-7055,,-5288,33,-4709,-1223,,65,-365,-8983,-78.92,5889,,23,-2522,-22,-222,-,285,-10,,-25879
2005Dec,494,750,54,-356,-66,5995,,8712,122,7647,986,,51,2346,7802,132.41,-961,,-68,-119,77,1543,-,493,45,,35317
2005Nov,-402,-3636,67,,-19,3253,,8596,435,4306,-390,,-13,-1082,-6219,173.04,-1249,,-43,3399,21,397,-,503,115,,7408
2005Oct,1145,4328,-45,,44,8666,,-938,536,918,1387,,-16,1216,3964,-8.85,-764,,-26,49,8,166,-,-280,-21,,20673
2005Sep,910,1578,5,,-77,948,,2372,-88,-143,262,,20,-784,2016,-49.18,4061,,3,101,22,1833,-,226,-62,,13068
2005Aug,-1061,3645,27,,70,4294,,-1622,-230,-5117,350,,-4,584,-1643,113.44,2942,,33,2458,6,1356,-,-93,67,,5955
2005Jul,550,-1145,8,,45,4152,,-2970,485,2773,-1037,,-14,1003,-928,54.33,-1197,,110,-775,-175,590,-,-106,80,,1503
2005Jun,-674,-2835,14,,-260,1040,,10530,-44,1696,2231,,-98,427,2620,32.69,34,,119,4984,-16,-512,-,-80,107,,19496
2005May,-722,-46,4,,77,622,,291,157,4636,171,,69,964,2129,-37.71,-2639,,-151,2540,4,-324,-,-175,39,,7780
2005Apr,1126,-927,-10,,349,1894,,2571,-335,-1850,-242,,23,74,4967,-14.32,-265,,-8,-1156,177,-358,-,252,89,,5498
2005Mar,840,2699,6,,-4,-1126,,3192,583,7411,173,,-1,248,7414,156.63,4029,,20,1413,-69,1265,-,367,73,,28140
2005Feb,-765,-292,46,,13,-4157,,1881,-628,-1673,402,,-8,1147,-1089,36.2,-569,,-49,-1038,69,-406,-,-293,-322,,-7188
2005Jan,2199,-1937,-395,,3,-4481,,-10175,-83,-3413,-1622,,-4,402,-8104,-41.05,-6570,,,-5727,-73,-1489,-,534,64,,-41001
2004Dec,956,309,605,,33,6347,,5943,267,7147,468,,-17,1315,6912,241.86,8052,,,2198,-28,-73,,249,181,,39840
2004Nov,-1310,3414,53,,-5,2483,,3835,314,3988,1086,,-33,-909,-5784,2.89,-2883,,,4026,62,2430,,6,34,,10689
2004Oct,912,652,76,,-33,2116,,-671,390,472,-61,,63,2104,2132,77.02,-1602,,,152,-9,-622,,7,-1,,5973
2004Sep,222,842,6,,-51,714,,1792,-214,2749,1143,,36,-562,4380,-3.34,1629,,,1463,27,1662,,-588,37,,15820
2004Aug,-411,66,5,,18,5002,,-1405,-63,-1625,-114,,26,581,-2594,32.08,194,,,1914,14,-911,,-141,8,,634
2004Jul,-257,1103,2,,41,-1521,,-2571,-270,-1087,973,,16,403,3407,61,310,,,-2196,14,886,,857,-9,,-820
2004Jun,-2839,-196,15,,-29,-451,,4821,437,598,-819,,27,1002,570,,2713,,,1283,-8,583,,119,40,,7703
2004May,-426,50,45,,20,132,,5026,132,7036,-688,,-10,-159,3922,,-1638,,,1274,-11,-361,,99,21,,14299
2004Apr,737,195,11,,8,5079,,-836,-301,-353,87,,-16,1081,4332,,-3693,,,-5310,38,623,,-149,18,,1642
2004Mar,784,915,9,,-20,869,,3082,475,5942,434,,26,-402,3084,,2329,,,1896,-18,602,,-13,35,,20008
2004Feb,170,558,,,-16,-1140,,1110,-749,2168,1089,,-34,-127,790,,-576,,,1497,-7,344,,-158,28,,5134
2004Jan,2,-849,,,30,-9605,,-7637,-582,-14745,-943,,-14,-1027,-2525,,771,,,-1894,,-997,,-487,,,-40031
2003Dec,319,879,,,0,2337,,3899,647,8296,1326,,46,3282,-6104,,-671,,,224,,-665,,-397,,,13771
2003Nov,-189,703,,,-12,3340,,6142,446,4461,-896,,7,-1230,1557,,-484,,,1621,,365,,449,,,15834
2003Oct,1335,-777,,,14,5697,,-3555,600,-3370,-327,,-6,930,3128,,531,,,2687,,-44,,159,,,6837
2003Sep,-651,2287,,,-12,3521,,1610,123,5351,1926,,-18,-60,1340,,2145,,,-561,,985,,-226,,,18016
2003Aug,1127,1382,,,-6,2419,,2014,-210,-3466,201,,6,1009,3519,,-2440,,,1674,,-328,,290,,,6901
2003Jul,563,-1774,,,15,-948,,-2218,233,-76,-294,,-9,-1038,-1931,,-491,,,1279,,689,,-168,,,-6006
2003Jun,-331,657,,,23,1731,,3259,282,159,859,,7,1686,-961,,1578,,,2026,,1493,,-41,,,12437
2003May,-666,1073,,,2,3044,,6194,-302,6203,235,,-14,-922,3316,,-456,,,2726,,975,,-68,,,21419
2003Apr,-118,759,,,-2,3219,,-2264,476,-701,732,,25,715,4653,,2596,,,-747,,378,,454,,,9697
2003Mar,1528,1878,,,-3,-5178,,4736,-1045,4745,317,,-3,-100,2983,,-673,,,2215,,530,,287,,,11937
2003Feb,-851,-1921,,,10,2710,,353,352,127,-211,,-13,182,-658,,-3759,,,1532,,-69,,67,,,-2213
2003Jan,,,,,-7,,,,,,,,,,,,,,,,,,,18,,,-38097
2002Dec,,,,,-1,,,,,,,,,,,,,,,,,,,-179,,,12218
2002Nov,,,,,3,,,,,,,,,,,,,,,,,,,-102,,,6848
2002Oct,,,,,18,,,,,,,,,,,,,,,,,,,145,,,11736
2002Sep,,,,,-25,,,,,,,,,,,,,,,,,,,81,,,11701
2002Aug,,,,,-6,,,,,,,,,,,,,,,,,,,-222,,,-1364
2002Jul,,,,,6,,,,,,,,,,,,,,,,,,,240,,,-1791
2002Jun,,,,,22,,,,,,,,,,,,,,,,,,,-304,,,6664
2002May,,,,,-8,,,,,,,,,,,,,,,,,,,110,,,5876
2002Apr,,,,,-11,,,,,,,,,,,,,,,,,,,68,,,16650
2002Mar,,,,,0,,,,,,,,,,,,,,,,,,,-406,,,3390
2002Feb,,,,,10,,,,,,,,,,,,,,,,,,,217,,,-7751
2002Jan,,,,,,,,,,,,,,,,,,,,,,,,142,,,-35568
2001Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,45360
2001Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,27857
2001Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,10127
2001Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,456
2001Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,-5510
2001Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,-1383
2001Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,8092
2001May,,,,,,,,,,,,,,,,,,,,,,,,,,,5327
2001Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,7180
2001Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,5272
2001Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,-1173
2001Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,-18605
2000Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,19351
2000Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,9901
2000Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,923
2000Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,4073
2000Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,7411
2000Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,9996
2000Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,11130
2000May,,,,,,,,,,,,,,,,,,,,,,,,,,,5767
2000Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,13847
2000Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,19743
2000Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,5980
2000Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,-12384
1999Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,7198
1999Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,11003
1999Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,9725
1999Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,3874
1999Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,-6516
1999Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,7323
1999Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,11857
1999May,,,,,,,,,,,,,,,,,,,,,,,,,,,7708
1999Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,8476
1999Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,1679
1999Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,-16259
1999Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,-17702
1998Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,30097
1998Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,2164
1998Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,7029
1998Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,7643
1998Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,-6073
1998Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,2070
1998Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,-362
1998May,,,,,,,,,,,,,,,,,,,,,,,,,,,3944
1998Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,15005
1998Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,-5268
1998Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,4024
1998Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,-18074
1997Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,26530
1997Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,8581
1997Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,9207
